Infinitive,Mood,Tense,1s,2s,3s,1p,3p
Acompañar,Indicative,Past Perfect,había acompañado,habías acompañado,había acompañado,habíamos acompañado,habían acompañado
Acompañar,Indicative,Future Perfect,habré acompañado,habrás acompañado,habrá acompañado,habremos acompañado,habrán acompañado
Acompañar,Indicative,Conditional Perfect,habría acompañado,habrías acompañado,habría acompañado,habríamos acompañado,habrían acompañado
Acompañar,Subjunctive,Present,acompañe,acompañes,acompañe,acompañemos,acompañen
Acompañar,Subjunctive,Imperfect,acompañara,acompañaras,acompañara,acompañáramos,acompañaran
Acompañar,Subjunctive,Future,acompañare,acompañares,acompañare,acompañáremos,acompañaren
Acompañar,Subjunctive,Present Perfect,haya acompañado,hayas acompañado,haya acompañado,hayamos acompañado,hayan acompañado
Acompañar,Subjunctive,Past Perfect,hubiera acompañado,hubieras acompañado,hubiera acompañado,hubiéramos acompañado,hubieran acompañado
Acompañar,Subjunctive,Future Perfect,hubiere acompañado,hubieres acompañado,hubiere acompañado,hubiéremos acompañado,hubieren acompañado
Acompañar,Imperative,Affirmative,-,acompaña,acompañe,acompañemos,acompañen
Acompañar,Imperative,Negative,-,no acompañes,no acompañe,no acompañemos,no acompañen
Aconsejar,Indicative,Present,aconsejo,aconsejas,aconseja,aconsejamos,aconsejan
Aconsejar,Indicative,Preterite,aconsejé,aconsejaste,aconsejó,aconsejamos,aconsejaron
Aconsejar,Indicative,Imperfect,aconsejaba,aconsejabas,aconsejaba,aconsejábamos,aconsejaban
Aconsejar,Indicative,Present Continuous,estoy aconsejando,estás aconsejando,está aconsejando,estamos aconsejando,están aconsejando
Aconsejar,Indicative,Informal Future,voy a aconsejar,vas a aconsejar,va a aconsejar,vamos a aconsejar,van a aconsejar
Aconsejar,Indicative,Future,aconsejaré,aconsejarás,aconsejará,aconsejaremos,aconsejarán
Aconsejar,Indicative,Conditional,aconsejaría,aconsejarías,aconsejaría,aconsejaríamos,aconsejarían
Aconsejar,Indicative,Present Perfect,he aconsejado,has aconsejado,ha aconsejado,hemos aconsejado,han aconsejado
Aconsejar,Indicative,Past Perfect,había aconsejado,habías aconsejado,había aconsejado,habíamos aconsejado,habían aconsejado
Aconsejar,Indicative,Future Perfect,habré aconsejado,habrás aconsejado,habrá aconsejado,habremos aconsejado,habrán aconsejado
Aconsejar,Indicative,Conditional Perfect,habría aconsejado,habrías aconsejado,habría aconsejado,habríamos aconsejado,habrían aconsejado
Aconsejar,Subjunctive,Present,aconseje,aconsejes,aconseje,aconsejemos,aconsejen
Aconsejar,Subjunctive,Imperfect,aconsejara,aconsejaras,aconsejara,aconsejáramos,aconsejaran
Aconsejar,Subjunctive,Future,aconsejare,aconsejares,aconsejare,aconsejáremos,aconsejaren
Aconsejar,Subjunctive,Present Perfect,haya aconsejado,hayas aconsejado,haya aconsejado,hayamos aconsejado,hayan aconsejado
Aconsejar,Subjunctive,Past Perfect,hubiera aconsejado,hubieras aconsejado,hubiera aconsejado,hubiéramos aconsejado,hubieran aconsejado
Aconsejar,Subjunctive,Future Perfect,hubiere aconsejado,hubieres aconsejado,hubiere aconsejado,hubiéremos aconsejado,hubieren aconsejado
Aconsejar,Imperative,Affirmative,-,aconseja,aconseje,aconsejemos,aconsejen
Aconsejar,Imperative,Negative,-,no aconsejes,no aconseje,no aconsejemos,no aconsejen
Acordar,Indicative,Present,acuerdo,acuerdas,acuerda,acordamos,acuerdan
Acordar,Indicative,Preterite,acordé,acordaste,acordó,acordamos,acordaron
Acordar,Indicative,Imperfect,acordaba,acordabas,acordaba,acordábamos,acordaban
Acordar,Indicative,Present Continuous,estoy acordando,estás acordando,está acordando,estamos acordando,están acordando
Acordar,Indicative,Informal Future,voy a acordar,vas a acordar,va a acordar,vamos a acordar,van a acordar
Acordar,Indicative,Future,acordaré,acordarás,acordará,acordaremos,acordarán
Acordar,Indicative,Conditional,acordaría,acordarías,acordaría,acordaríamos,acordarían
Acordar,Indicative,Present Perfect,he acordado,has acordado,ha acordado,hemos acordado,han acordado
Acordar,Indicative,Past Perfect,había acordado,habías acordado,había acordado,habíamos acordado,habían acordado
Acordar,Indicative,Future Perfect,habré acordado,habrás acordado,habrá acordado,habremos acordado,habrán acordado
Acordar,Indicative,Conditional Perfect,habría acordado,habrías acordado,habría acordado,habríamos acordado,habrían acordado
Acordar,Subjunctive,Present,acuerde,acuerdes,acuerde,acordemos,acuerden
Acordar,Subjunctive,Imperfect,acordara,acordaras,acordara,acordáramos,acordaran
Acordar,Subjunctive,Future,acordare,acordares,acordare,acordáremos,acordaren
Acordar,Subjunctive,Present Perfect,haya acordado,hayas acordado,haya acordado,hayamos acordado,hayan acordado
Acordar,Subjunctive,Past Perfect,hubiera acordado,hubieras acordado,hubiera acordado,hubiéramos acordado,hubieran acordado
Acordar,Subjunctive,Future Perfect,hubiere acordado,hubieres acordado,hubiere acordado,hubiéremos acordado,hubieren acordado
Acordar,Imperative,Affirmative,-,acuerda,acuerde,acordemos,acuerden
Acordar,Imperative,Negative,-,no acuerdes,no acuerde,no acordemos,no acuerden
Acordarse,Indicative,Present,acuerdo,acuerdas,acuerda,acordamos,acuerdan
Acordarse,Indicative,Preterite,acordé,acordaste,acordó,acordamos,acordaron
Acordarse,Indicative,Imperfect,acordaba,acordabas,acordaba,acordábamos,acordaban
Acordarse,Indicative,Present Continuous,estoy acordando,estás acordando,está acordando,estamos acordando,están acordando
Acordarse,Indicative,Informal Future,voy a acordar,vas a acordar,va a acordar,vamos a acordar,van a acordar
Acordarse,Indicative,Future,acordaré,acordarás,acordará,acordaremos,acordarán
Acordarse,Indicative,Conditional,acordaría,acordarías,acordaría,acordaríamos,acordarían
Acordarse,Indicative,Present Perfect,he acordado,has acordado,ha acordado,hemos acordado,han acordado
Acordarse,Indicative,Past Perfect,había acordado,habías acordado,había acordado,habíamos acordado,habían acordado
Acordarse,Indicative,Future Perfect,habré acordado,habrás acordado,habrá acordado,habremos acordado,habrán acordado
Acordarse,Indicative,Conditional Perfect,habría acordado,habrías acordado,habría acordado,habríamos acordado,habrían acordado
Acordarse,Subjunctive,Present,acuerde,acuerdes,acuerde,acordemos,acuerden
Acordarse,Subjunctive,Imperfect,acordara,acordaras,acordara,acordáramos,acordaran
Acordarse,Subjunctive,Future,acordare,acordares,acordare,acordáremos,acordaren
Acordarse,Subjunctive,Present Perfect,haya acordado,hayas acordado,haya acordado,hayamos acordado,hayan acordado
Acordarse,Subjunctive,Past Perfect,hubiera acordado,hubieras acordado,hubiera acordado,hubiéramos acordado,hubieran acordado
Acordarse,Subjunctive,Future Perfect,hubiere acordado,hubieres acordado,hubiere acordado,hubiéremos acordado,hubieren acordado
Acordarse,Imperative,Affirmative,-,acuérdate,acuérdese,acordémonos,acuérdense
Acordarse,Imperative,Negative,-,no te acuerdes,no se acuerde,no nos acordemos,no se acuerden
Acostar,Indicative,Present,acuesto,acuestas,acuesta,acostamos,acuestan
Acostar,Indicative,Preterite,acosté,acostaste,acostó,acostamos,acostaron
Acostar,Indicative,Imperfect,acostaba,acostabas,acostaba,acostábamos,acostaban
Acostar,Indicative,Present Continuous,estoy acostando,estás acostando,está acostando,estamos acostando,están acostando
Acostar,Indicative,Informal Future,voy a acostar,vas a acostar,va a acostar,vamos a acostar,van a acostar
Acostar,Indicative,Future,acostaré,acostarás,acostará,acostaremos,acostarán
Acostar,Indicative,Conditional,acostaría,acostarías,acostaría,acostaríamos,acostarían
Acostar,Indicative,Present Perfect,he acostado,has acostado,ha acostado,hemos acostado,han acostado
Acostar,Indicative,Past Perfect,había acostado,habías acostado,había acostado,habíamos acostado,habían acostado
Acostar,Indicative,Future Perfect,habré acostado,habrás acostado,habrá acostado,habremos acostado,habrán acostado
Acostar,Indicative,Conditional Perfect,habría acostado,habrías acostado,habría acostado,habríamos acostado,habrían acostado
Acostar,Subjunctive,Present,acueste,acuestes,acueste,acostemos,acuesten
Acostar,Subjunctive,Imperfect,acostara,acostaras,acostara,acostáramos,acostaran
Acostar,Subjunctive,Future,acostare,acostares,acostare,acostáremos,acostaren
Acostar,Subjunctive,Present Perfect,haya acostado,hayas acostado,haya acostado,hayamos acostado,hayan acostado
Acostar,Subjunctive,Past Perfect,hubiera acostado,hubieras acostado,hubiera acostado,hubiéramos acostado,hubieran acostado
Acostar,Subjunctive,Future Perfect,hubiere acostado,hubieres acostado,hubiere acostado,hubiéremos acostado,hubieren acostado
Acostar,Imperative,Affirmative,-,acuesta,acueste,acostemos,acuesten
Acostar,Imperative,Negative,-,no acuestes,no acueste,no acostemos,no acuesten
Acostarse,Indicative,Present,acuesto,acuestas,acuesta,acostamos,acuestan
Acostarse,Indicative,Preterite,acosté,acostaste,acostó,acostamos,acostaron
Acostarse,Indicative,Imperfect,acostaba,acostabas,acostaba,acostábamos,acostaban
Acostarse,Indicative,Present Continuous,estoy acostando,estás acostando,está acostando,estamos acostando,están acostando
Acostarse,Indicative,Informal Future,voy a acostar,vas a acostar,va a acostar,vamos a acostar,van a acostar
Acostarse,Indicative,Future,acostaré,acostarás,acostará,acostaremos,acostarán
Acostarse,Indicative,Conditional,acostaría,acostarías,acostaría,acostaríamos,acostarían
Acostarse,Indicative,Present Perfect,he acostado,has acostado,ha acostado,hemos acostado,han acostado
Acostarse,Indicative,Past Perfect,había acostado,habías acostado,había acostado,habíamos acostado,habían acostado
Acostarse,Indicative,Future Perfect,habré acostado,habrás acostado,habrá acostado,habremos acostado,habrán acostado
Acostarse,Indicative,Conditional Perfect,habría acostado,habrías acostado,habría acostado,habríamos acostado,habrían acostado
Acostarse,Subjunctive,Present,acueste,acuestes,acueste,acostemos,acuesten
Acostarse,Subjunctive,Imperfect,acostara,acostaras,acostara,acostáramos,acostaran
Acostarse,Subjunctive,Future,acostare,acostares,acostare,acostáremos,acostaren
Acostarse,Subjunctive,Present Perfect,haya acostado,hayas acostado,haya acostado,hayamos acostado,hayan acostado
Acostarse,Subjunctive,Past Perfect,hubiera acostado,hubieras acostado,hubiera acostado,hubiéramos acostado,hubieran acostado
Acostarse,Subjunctive,Future Perfect,hubiere acostado,hubieres acostado,hubiere acostado,hubiéremos acostado,hubieren acostado
Acostarse,Imperative,Affirmative,-,acuesta,acueste,acostemos,acuesten
Acostarse,Imperative,Negative,-,no acuestes,no acueste,no acostemos,no acuesten
Acostumbrar,Indicative,Present,acostumbro,acostumbras,acostumbra,acostumbramos,acostumbran
Acostumbrar,Indicative,Preterite,acostumbré,acostumbraste,acostumbró,acostumbramos,acostumbraron
Acostumbrar,Indicative,Imperfect,acostumbraba,acostumbrabas,acostumbraba,acostumbrábamos,acostumbraban
Acostumbrar,Indicative,Present Continuous,estoy acostumbrando,estás acostumbrando,está acostumbrando,estamos acostumbrando,están acostumbrando
Acostumbrar,Indicative,Informal Future,voy a acostumbrar,vas a acostumbrar,va a acostumbrar,vamos a acostumbrar,van a acostumbrar
Acostumbrar,Indicative,Future,acostumbraré,acostumbrarás,acostumbrará,acostumbraremos,acostumbrarán
Acostumbrar,Indicative,Conditional,acostumbraría,acostumbrarías,acostumbraría,acostumbraríamos,acostumbrarían
Acostumbrar,Indicative,Present Perfect,he acostumbrado,has acostumbrado,ha acostumbrado,hemos acostumbrado,han acostumbrado
Acostumbrar,Indicative,Past Perfect,había acostumbrado,habías acostumbrado,había acostumbrado,habíamos acostumbrado,habían acostumbrado
Acostumbrar,Indicative,Future Perfect,habré acostumbrado,habrás acostumbrado,habrá acostumbrado,habremos acostumbrado,habrán acostumbrado
Acostumbrar,Indicative,Conditional Perfect,habría acostumbrado,habrías acostumbrado,habría acostumbrado,habríamos acostumbrado,habrían acostumbrado
Acostumbrar,Subjunctive,Present,acostumbre,acostumbres,acostumbre,acostumbremos,acostumbren
Acostumbrar,Subjunctive,Imperfect,acostumbrara,acostumbraras,acostumbrara,acostumbráramos,acostumbraran
Acostumbrar,Subjunctive,Future,acostumbrare,acostumbrares,acostumbrare,acostumbráremos,acostumbraren
Acostumbrar,Subjunctive,Present Perfect,haya acostumbrado,hayas acostumbrado,haya acostumbrado,hayamos acostumbrado,hayan acostumbrado
Acostumbrar,Subjunctive,Past Perfect,hubiera acostumbrado,hubieras acostumbrado,hubiera acostumbrado,hubiéramos acostumbrado,hubieran acostumbrado
Acostumbrar,Subjunctive,Future Perfect,hubiere acostumbrado,hubieres acostumbrado,hubiere acostumbrado,hubiéremos acostumbrado,hubieren acostumbrado
Acostumbrar,Imperative,Affirmative,-,acostumbra,acostumbre,acostumbremos,acostumbren
Acostumbrar,Imperative,Negative,-,no acostumbres,no acostumbre,no acostumbremos,no acostumbren
Actualizar,Indicative,Present,actualizo,actualizas,actualiza,actualizamos,actualizan
Actualizar,Indicative,Preterite,actualicé,actualizaste,actualizó,actualizamos,actualizaron
Actualizar,Indicative,Imperfect,actualizaba,actualizabas,actualizaba,actualizábamos,actualizaban
Actualizar,Indicative,Present Continuous,estoy actualizando,estás actualizando,está actualizando,estamos actualizando,están actualizando
Actualizar,Indicative,Informal Future,voy a actualizar,vas a actualizar,va a actualizar,vamos a actualizar,van a actualizar
Actualizar,Indicative,Future,actualizaré,actualizarás,actualizará,actualizaremos,actualizarán
Actualizar,Indicative,Conditional,actualizaría,actualizarías,actualizaría,actualizaríamos,actualizarían
Actualizar,Indicative,Present Perfect,he actualizado,has actualizado,ha actualizado,hemos actualizado,han actualizado
Actualizar,Indicative,Past Perfect,había actualizado,habías actualizado,había actualizado,habíamos actualizado,habían actualizado
Actualizar,Indicative,Future Perfect,habré actualizado,habrás actualizado,habrá actualizado,habremos actualizado,habrán actualizado
Actualizar,Indicative,Conditional Perfect,habría actualizado,habrías actualizado,habría actualizado,habríamos actualizado,habrían actualizado
Actualizar,Subjunctive,Present,actualice,actualices,actualice,actualicemos,actualicen
Actualizar,Subjunctive,Imperfect,actualizara,actualizaras,actualizara,actualizáramos,actualizaran
Actualizar,Subjunctive,Future,actualizare,actualizares,actualizare,actualizáremos,actualizaren
Actualizar,Subjunctive,Present Perfect,haya actualizado,hayas actualizado,haya actualizado,hayamos actualizado,hayan actualizado
Actualizar,Subjunctive,Past Perfect,hubiera actualizado,hubieras actualizado,hubiera actualizado,hubiéramos actualizado,hubieran actualizado
Actualizar,Subjunctive,Future Perfect,hubiere actualizado,hubieres actualizado,hubiere actualizado,hubiéremos actualizado,hubieren actualizado
Actualizar,Imperative,Affirmative,-,actualiza,actualice,actualicemos,actualicen
Actualizar,Imperative,Negative,-,no actualices,no actualice,no actualicemos,no actualicen
Actualizarse,Indicative,Present,actualizo,actualizas,actualiza,actualizamos,actualizan
Actualizarse,Indicative,Preterite,actualicé,actualizaste,actualizó,actualizamos,actualizaron
Actualizarse,Indicative,Imperfect,actualizaba,actualizabas,actualizaba,actualizábamos,actualizaban
Actualizarse,Indicative,Present Continuous,estoy actualizando,estás actualizando,está actualizando,estamos actualizando,están actualizando
Actualizarse,Indicative,Informal Future,voy a actualizar,vas a actualizar,va a actualizar,vamos a actualizar,van a actualizar
Actualizarse,Indicative,Future,actualizaré,actualizarás,actualizará,actualizaremos,actualizarán
Actualizarse,Indicative,Conditional,actualizaría,actualizarías,actualizaría,actualizaríamos,actualizarían
Actualizarse,Indicative,Present Perfect,he actualizado,has actualizado,ha actualizado,hemos actualizado,han actualizado
Actualizarse,Indicative,Past Perfect,había actualizado,habías actualizado,había actualizado,habíamos actualizado,habían actualizado
Actualizarse,Indicative,Future Perfect,habré actualizado,habrás actualizado,habrá actualizado,habremos actualizado,habrán actualizado
Actualizarse,Indicative,Conditional Perfect,habría actualizado,habrías actualizado,habría actualizado,habríamos actualizado,habrían actualizado
Actualizarse,Subjunctive,Present,actualice,actualices,actualice,actualicemos,actualicen
Actualizarse,Subjunctive,Imperfect,actualizara,actualizaras,actualizara,actualizáramos,actualizaran
